OccID,OccNo,AcID,SurvivableEnum_DisplayEng
58554,A87Q0028,3557,Unknown
58554,A87Q0028,3557,Unknown
58554,A87Q0028,3557,Unknown
58554,A87Q0028,3557,Unknown
58553,A87Q0027,6086,Unknown
58553,A87Q0027,6086,Unknown
58553,A87Q0027,6086,Unknown
58553,A87Q0027,6086,Unknown
58552,A87Q0026,3374,Unknown
58552,A87Q0026,3374,Unknown
58552,A87Q0026,3374,Unknown
58552,A87Q0026,3374,Unknown
58551,A87Q0025,5646,Unknown
58551,A87Q0025,5646,Unknown
58551,A87Q0025,5646,Unknown
58551,A87Q0025,5646,Unknown
58550,A87Q0024,2441,Unknown
58550,A87Q0024,2441,Unknown
58550,A87Q0024,2441,Unknown
58550,A87Q0024,2441,Unknown
58549,A87Q0023,61632,Yes
58548,A87Q0022,11521,Yes
58548,A87Q0022,11521,Yes
58548,A87Q0022,11521,Yes
58548,A87Q0022,11521,Yes
58547,A87Q0021,3267,Unknown
58547,A87Q0021,3267,Unknown
58547,A87Q0021,3267,Unknown
58547,A87Q0021,3267,Unknown
58546,A87Q0020,4697,Unknown
58546,A87Q0020,4697,Unknown
58546,A87Q0020,4697,Unknown
58546,A87Q0020,4697,Unknown
58545,A87Q0019,14577,Unknown
58545,A87Q0019,14577,Unknown
58545,A87Q0019,14577,Unknown
58545,A87Q0019,14577,Unknown
58544,A87Q0018,1553,Unknown
58544,A87Q0018,1553,Unknown
58544,A87Q0018,1553,Unknown
58544,A87Q0018,1553,Unknown
58543,A87Q0017,8855,Unknown
58543,A87Q0017,8855,Unknown
58543,A87Q0017,8855,Unknown
58543,A87Q0017,8855,Unknown
58542,A87Q0016,2759,Unknown
58542,A87Q0016,2759,Unknown
58542,A87Q0016,2759,Unknown
58542,A87Q0016,2759,Unknown
58541,A87Q0015,11916,Unknown
58541,A87Q0015,11916,Unknown
58541,A87Q0015,11916,Unknown
58541,A87Q0015,11916,Unknown
58540,A87Q0014,16342,Unknown
58540,A87Q0014,16342,Unknown
58540,A87Q0014,16342,Unknown
58540,A87Q0014,16342,Unknown
58539,A87Q0013,4322,Unknown
58539,A87Q0013,4322,Unknown
58539,A87Q0013,4322,Unknown
58539,A87Q0013,4322,Unknown
58538,A87Q0012,14319,Unknown
58538,A87Q0012,14319,Unknown
58538,A87Q0012,14319,Unknown
58538,A87Q0012,14319,Unknown
58537,A87Q0011,11978,Unknown
58537,A87Q0011,11978,Unknown
58537,A87Q0011,11978,Unknown
58537,A87Q0011,11978,Unknown
58536,A87Q0010,11782,Unknown
58536,A87Q0010,11782,Unknown
58536,A87Q0010,11782,Unknown
58536,A87Q0010,11782,Unknown
58535,A87Q0009,13886,Unknown
58535,A87Q0009,13886,Unknown
58535,A87Q0009,13886,Unknown
58535,A87Q0009,13886,Unknown
58534,A87Q0008,16394,Unknown
58534,A87Q0008,16394,Unknown
58534,A87Q0008,16394,Unknown
58534,A87Q0008,16394,Unknown
58533,A87Q0007,6231,Unknown
58533,A87Q0007,6231,Unknown
58533,A87Q0007,6231,Unknown
58533,A87Q0007,6231,Unknown
58532,A87Q0006,4798,Yes
58532,A87Q0006,4798,Yes
58532,A87Q0006,4798,Yes
58532,A87Q0006,4798,Yes
58531,A87Q0005,6889,Unknown
58531,A87Q0005,6889,Unknown
58531,A87Q0005,6889,Unknown
58531,A87Q0005,6889,Unknown
58530,A87Q0004,1451,Unknown
58530,A87Q0004,1451,Unknown
58530,A87Q0004,1451,Unknown
58530,A87Q0004,1451,Unknown
58529,A87Q0003,2030,Unknown
58529,A87Q0003,2030,Unknown
58529,A87Q0003,2030,Unknown
58529,A87Q0003,2030,Unknown
58528,A87Q0002,7397,Yes
58528,A87Q0002,7397,Yes
58528,A87Q0002,7397,Yes
58528,A87Q0002,7397,Yes
58527,A87Q0001,12133,No
58527,A87Q0001,12133,No
58527,A87Q0001,12133,No
58527,A87Q0001,12133,No
58526,A87P5009,14137,Yes
58526,A87P5009,14137,Yes
58526,A87P5009,14137,Yes
58526,A87P5009,14137,Yes
58525,A87P5008,13971,Yes
58525,A87P5008,13971,Yes
58525,A87P5008,13971,Yes
58525,A87P5008,13971,Yes
58524,A87P5007,61800,Yes
58523,A87P5006,14253,No
58523,A87P5006,14253,No
58523,A87P5006,14253,No
58523,A87P5006,14253,No
58522,A87P5005,14142,Yes
58522,A87P5005,14142,Yes
58522,A87P5005,14142,Yes
58522,A87P5005,14142,Yes
58521,A87P5004,14187,No
58521,A87P5004,14187,No
58521,A87P5004,14187,No
58521,A87P5004,14187,No
58520,A87P5003,14279,Yes
58520,A87P5003,14279,Yes
58520,A87P5003,14279,Yes
58520,A87P5003,14279,Yes
58519,A87P5002,14178,Yes
58519,A87P5002,14178,Yes
58519,A87P5002,14178,Yes
58519,A87P5002,14178,Yes
58518,A87P5001,14019,Yes
58518,A87P5001,14019,Yes
58518,A87P5001,14019,Yes
58518,A87P5001,14019,Yes
58514,A87P4906,17914,Unknown
58512,A87P4904,17801,Unknown
58510,A87P4902,17803,Unknown
58506,A87P4149,4635,Unknown
58505,A87P4148,3089,Unknown
58505,A87P4148,11552,Unknown
58503,A87P4146,11564,Unknown
58502,A87P4145,4075,Unknown
58502,A87P4145,4075,Unknown
58502,A87P4145,4075,Unknown
58502,A87P4145,4075,Unknown
58501,A87P4144,947,Unknown
58500,A87P4143,13530,Unknown
58499,A87P4142,8462,Unknown
58499,A87P4142,10247,Unknown
58498,A87P4141,3087,Unknown
58497,A87P4140,1671,Unknown
58495,A87P4138,6590,Unknown
58494,A87P4137,82,Unknown
58493,A87P4136,8156,Unknown
58492,A87P4135,33552,Unknown
58489,A87P4132,23813,Unknown
58487,A87P4130,8155,Unknown
58486,A87P4129,7018,Unknown
58485,A87P4128,36288,Unknown
58483,A87P4126,36288,Unknown
58482,A87P4125,6589,Unknown
58481,A87P4124,38259,Unknown
58480,A87P4123,28654,Unknown
58479,A87P4122,769,Unknown
58477,A87P4120,20168,Unknown
58477,A87P4120,19453,Unknown
58474,A87P4117,20167,Unknown
58474,A87P4117,6638,Unknown
58472,A87P4115,3621,Unknown
58469,A87P4112,7476,Unknown
58466,A87P4109,24158,Unknown
58464,A87P4107,20166,Unknown
58464,A87P4107,13129,Unknown
58459,A87P4102,2911,Unknown
58458,A87P4101,35281,Unknown
58452,A87P4095,4738,Unknown
58448,A87P4091,7475,Unknown
58443,A87P4086,23167,Unknown
58443,A87P4086,18118,Unknown
58441,A87P4084,7018,Unknown
58438,A87P4081,20165,Unknown
58438,A87P4081,19454,Unknown
58435,A87P4078,6459,Unknown
58431,A87P4074,23166,Unknown
58429,A87P4072,8417,Unknown
58428,A87P4071,23237,Unknown
58427,A87P4070,19455,Unknown
58427,A87P4070,20163,Unknown
58426,A87P4069,11553,Unknown
58424,A87P4067,10392,Unknown
58423,A87P4066,16595,Unknown
58421,A87P4064,20162,Unknown
58421,A87P4064,19470,Unknown
58412,A87P4055,19471,Unknown
58412,A87P4055,20161,Unknown
58411,A87P4054,19472,Unknown
58411,A87P4054,20160,Unknown
58410,A87P4053,20159,Unknown
58410,A87P4053,19473,Unknown
58409,A87P4052,34218,Unknown
58409,A87P4052,20158,Unknown
58408,A87P4051,19474,Unknown
58407,A87P4050,3613,Unknown
58405,A87P4048,25645,Unknown
58404,A87P4047,3637,Unknown
58403,A87P4046,11138,Unknown
58402,A87P4045,19475,Unknown
58399,A87P4042,23165,Unknown
58399,A87P4042,23164,Unknown
58398,A87P4041,4739,Unknown
58397,A87P4040,20157,Unknown
58397,A87P4040,19476,Unknown
58393,A87P4036,25645,Unknown
58388,A87P4031,1242,Unknown
58385,A87P4028,838,Unknown
58378,A87P4021,13163,Unknown
58372,A87P4015,10193,Unknown
58371,A87P4014,13163,Unknown
58369,A87P4012,33552,Unknown
58368,A87P4011,792,Unknown
58365,A87P4008,9271,Unknown
58363,A87P4006,23162,Unknown
58357,A87P0911,18408,Unknown
58357,A87P0911,18408,Unknown
58357,A87P0911,18408,Unknown
58357,A87P0911,18408,Unknown
58356,A87P0910,18438,Unknown
58355,A87P0909,18791,Unknown
58354,A87P0908,18640,Unknown
58354,A87P0908,18640,Unknown
58354,A87P0908,18640,Unknown
58354,A87P0908,18640,Unknown
58353,A87P0907,18036,Unknown
58353,A87P0907,18036,Unknown
58353,A87P0907,18036,Unknown
58353,A87P0907,18036,Unknown
58352,A87P0906,18873,Unknown
58352,A87P0906,18873,Unknown
58352,A87P0906,18873,Unknown
58352,A87P0906,18873,Unknown
58351,A87P0905,18477,Unknown
58351,A87P0905,18477,Unknown
58351,A87P0905,18477,Unknown
58351,A87P0905,18477,Unknown
58350,A87P0904,18928,Unknown
58350,A87P0904,18928,Unknown
58350,A87P0904,18928,Unknown
58350,A87P0904,18928,Unknown
58349,A87P0902,18289,Unknown
58349,A87P0902,18289,Unknown
58349,A87P0902,18289,Unknown
58349,A87P0902,18289,Unknown
58348,A87P0901,18150,Unknown
58348,A87P0901,18150,Unknown
58348,A87P0901,18150,Unknown
58348,A87P0901,18150,Unknown
58347,A87P0801,2714,Unknown
58347,A87P0801,2714,Unknown
58347,A87P0801,2714,Unknown
58347,A87P0801,2714,Unknown
58347,A87P0801,8203,Unknown
58347,A87P0801,8203,Unknown
58347,A87P0801,8203,Unknown
58347,A87P0801,8203,Unknown
58346,A87P0102,9705,Unknown
58346,A87P0102,9705,Unknown
58346,A87P0102,9705,Unknown
58346,A87P0102,9705,Unknown
58345,A87P0101,10583,Unknown
58345,A87P0101,10583,Unknown
58345,A87P0101,10583,Unknown
58345,A87P0101,10583,Unknown
58344,A87P0100,4183,Unknown
58344,A87P0100,4183,Unknown
58344,A87P0100,4183,Unknown
58344,A87P0100,4183,Unknown
58343,A87P0099,7545,Unknown
58343,A87P0099,7545,Unknown
58343,A87P0099,7545,Unknown
58343,A87P0099,7545,Unknown
58342,A87P0098,3103,Unknown
58342,A87P0098,3103,Unknown
58342,A87P0098,3103,Unknown
58342,A87P0098,3103,Unknown
58341,A87P0097,1942,Unknown
58341,A87P0097,1942,Unknown
58341,A87P0097,1942,Unknown
58341,A87P0097,1942,Unknown
58340,A87P0096,10874,Yes
58340,A87P0096,10874,Yes
58340,A87P0096,10874,Yes
58340,A87P0096,10874,Yes
58339,A87P0095,2057,Unknown
58339,A87P0095,2057,Unknown
58339,A87P0095,2057,Unknown
58339,A87P0095,2057,Unknown
58338,A87P0094,3424,Unknown
58338,A87P0094,3424,Unknown
58338,A87P0094,3424,Unknown
58338,A87P0094,3424,Unknown
58337,A87P0093,5547,Yes
58337,A87P0093,5547,Yes
58337,A87P0093,5547,Yes
58337,A87P0093,5547,Yes
58336,A87P0092,23438,Unknown
58335,A87P0091,1612,Unknown
58335,A87P0091,1612,Unknown
58335,A87P0091,1612,Unknown
58335,A87P0091,1612,Unknown
58334,A87P0090,4829,Unknown
58334,A87P0090,4829,Unknown
58334,A87P0090,4829,Unknown
58334,A87P0090,4829,Unknown
58333,A87P0089,12524,Yes
58333,A87P0089,12524,Yes
58333,A87P0089,12524,Yes
58333,A87P0089,12524,Yes
58332,A87P0088,13261,Unknown
58332,A87P0088,13261,Unknown
58332,A87P0088,13261,Unknown
58332,A87P0088,13261,Unknown
58331,A87P0087,15583,Unknown
58331,A87P0087,15583,Unknown
58331,A87P0087,15583,Unknown
58331,A87P0087,15583,Unknown
58330,A87P0086,10658,No
58330,A87P0086,10658,No
58330,A87P0086,10658,No
58330,A87P0086,10658,No
58329,A87P0085,6690,Unknown
58329,A87P0085,6690,Unknown
58329,A87P0085,6690,Unknown
58329,A87P0085,6690,Unknown
58328,A87P0084,8101,Yes
58327,A87P0083,16945,Unknown
58327,A87P0083,16945,Unknown
58327,A87P0083,16945,Unknown
58327,A87P0083,16945,Unknown
58326,A87P0082,9496,Yes
58326,A87P0082,9496,Yes
58326,A87P0082,9496,Yes
58326,A87P0082,9496,Yes
58325,A87P0081,3200,Unknown
58325,A87P0081,3200,Unknown
58325,A87P0081,3200,Unknown
58325,A87P0081,3200,Unknown
58324,A87P0080,9506,Unknown
58324,A87P0080,9506,Unknown
58324,A87P0080,9506,Unknown
58324,A87P0080,9506,Unknown
58323,A87P0079,2374,Unknown
58323,A87P0079,2374,Unknown
58323,A87P0079,2374,Unknown
58323,A87P0079,2374,Unknown
58322,A87P0078,5567,Yes
58322,A87P0078,5567,Yes
58322,A87P0078,5567,Yes
58322,A87P0078,5567,Yes
58321,A87P0077,8915,Yes
58321,A87P0077,8915,Yes
58321,A87P0077,8915,Yes
58321,A87P0077,8915,Yes
58320,A87P0076,8427,Yes
58320,A87P0076,8427,Yes
58320,A87P0076,8427,Yes
58320,A87P0076,8427,Yes
58319,A87P0075,8111,Yes
58319,A87P0075,8111,Yes
58319,A87P0075,8111,Yes
58319,A87P0075,8111,Yes
58318,A87P0074,2684,Unknown
58318,A87P0074,2684,Unknown
58318,A87P0074,2684,Unknown
58318,A87P0074,2684,Unknown
58317,A87P0073,22935,Unknown
58317,A87P0073,22935,Unknown
58317,A87P0073,22935,Unknown
58317,A87P0073,22935,Unknown
58316,A87P0072,10611,Unknown
58316,A87P0072,10611,Unknown
58316,A87P0072,10611,Unknown
58316,A87P0072,10611,Unknown
58315,A87P0071,22934,Unknown
58315,A87P0071,22934,Unknown
58315,A87P0071,22934,Unknown
58315,A87P0071,22934,Unknown
58314,A87P0070,16674,Unknown
58314,A87P0070,16674,Unknown
58314,A87P0070,16674,Unknown
58314,A87P0070,16674,Unknown
58313,A87P0069,11119,Yes
58313,A87P0069,11119,Yes
58313,A87P0069,11119,Yes
58313,A87P0069,11119,Yes
58312,A87P0068,13058,Yes
58312,A87P0068,13058,Yes
58312,A87P0068,13058,Yes
58312,A87P0068,13058,Yes
58311,A87P0067,16493,Unknown
58311,A87P0067,16493,Unknown
58311,A87P0067,16493,Unknown
58311,A87P0067,16493,Unknown
58310,A87P0066,8614,Unknown
58310,A87P0066,8614,Unknown
58310,A87P0066,8614,Unknown
58310,A87P0066,8614,Unknown
58309,A87P0065,354,Unknown
58309,A87P0065,354,Unknown
58309,A87P0065,354,Unknown
58309,A87P0065,354,Unknown
58308,A87P0064,951,Unknown
58308,A87P0064,951,Unknown
58308,A87P0064,951,Unknown
58308,A87P0064,951,Unknown
58307,A87P0063,16135,Unknown
58307,A87P0063,16135,Unknown
58307,A87P0063,16135,Unknown
58307,A87P0063,16135,Unknown
58306,A87P0062,2666,Unknown
58306,A87P0062,2666,Unknown
58306,A87P0062,2666,Unknown
58306,A87P0062,2666,Unknown
58305,A87P0060,12538,Unknown
58305,A87P0060,12538,Unknown
58305,A87P0060,12538,Unknown
58305,A87P0060,12538,Unknown
58304,A87P0059,7786,Unknown
58304,A87P0059,7786,Unknown
58304,A87P0059,7786,Unknown
58304,A87P0059,7786,Unknown
58303,A87P0058,2549,Unknown
58303,A87P0058,2549,Unknown
58303,A87P0058,2549,Unknown
58303,A87P0058,2549,Unknown
58302,A87P0057,4673,Unknown
58302,A87P0057,4673,Unknown
58302,A87P0057,4673,Unknown
58302,A87P0057,4673,Unknown
58301,A87P0056,61626,Yes
58300,A87P0055,7882,Unknown
58299,A87P0054,10136,Unknown
58299,A87P0054,10136,Unknown
58299,A87P0054,10136,Unknown
58299,A87P0054,10136,Unknown
58298,A87P0053,17039,Unknown
58298,A87P0053,17039,Unknown
58298,A87P0053,17039,Unknown
58298,A87P0053,17039,Unknown
58297,A87P0052,11280,Unknown
58297,A87P0052,11280,Unknown
58297,A87P0052,11280,Unknown
58297,A87P0052,11280,Unknown
58295,A87P0050,1996,Unknown
58295,A87P0050,1996,Unknown
58295,A87P0050,1996,Unknown
58295,A87P0050,1996,Unknown
58294,A87P0049,12746,Unknown
58294,A87P0049,12746,Unknown
58294,A87P0049,12746,Unknown
58294,A87P0049,12746,Unknown
58293,A87P0048,2119,Unknown
58293,A87P0048,2119,Unknown
58293,A87P0048,2119,Unknown
58293,A87P0048,2119,Unknown
58292,A87P0047,3164,Unknown
58291,A87P0046,8228,Unknown
58291,A87P0046,8228,Unknown
58291,A87P0046,8228,Unknown
58291,A87P0046,8228,Unknown
58290,A87P0045,1202,Unknown
58290,A87P0045,1202,Unknown
58290,A87P0045,1202,Unknown
58290,A87P0045,1202,Unknown
58289,A87P0043,12451,Unknown
58289,A87P0043,12451,Unknown
58289,A87P0043,12451,Unknown
58289,A87P0043,12451,Unknown
58288,A87P0042,7794,No
58288,A87P0042,7794,No
58288,A87P0042,7794,No
58288,A87P0042,7794,No
58287,A87P0041,22933,Unknown
58287,A87P0041,22933,Unknown
58287,A87P0041,22933,Unknown
58287,A87P0041,22933,Unknown
58286,A87P0040,8146,Unknown
58286,A87P0040,8146,Unknown
58286,A87P0040,8146,Unknown
58286,A87P0040,8146,Unknown
58285,A87P0039,66822,Unknown
58284,A87P0038,163,Unknown
58284,A87P0038,163,Unknown
58284,A87P0038,163,Unknown
58284,A87P0038,163,Unknown
58283,A87P0037,11737,Yes
58283,A87P0037,11737,Yes
58283,A87P0037,11737,Yes
58283,A87P0037,11737,Yes
58282,A87P0036,11761,Unknown
58282,A87P0036,11761,Unknown
58282,A87P0036,11761,Unknown
58282,A87P0036,11761,Unknown
58281,A87P0034,1813,Unknown
58281,A87P0034,1813,Unknown
58281,A87P0034,1813,Unknown
58281,A87P0034,1813,Unknown
58280,A87P0033,7906,Unknown
58280,A87P0033,7906,Unknown
58280,A87P0033,7906,Unknown
58280,A87P0033,7906,Unknown
58279,A87P0032,13819,Unknown
58279,A87P0032,13819,Unknown
58279,A87P0032,13819,Unknown
58279,A87P0032,13819,Unknown
58278,A87P0031,14546,Unknown
58278,A87P0031,14546,Unknown
58278,A87P0031,14546,Unknown
58278,A87P0031,14546,Unknown
58277,A87P0030,13852,Unknown
58277,A87P0030,13852,Unknown
58277,A87P0030,13852,Unknown
58277,A87P0030,13852,Unknown
58276,A87P0029,2473,Unknown
58276,A87P0029,2473,Unknown
58276,A87P0029,2473,Unknown
58276,A87P0029,2473,Unknown
58275,A87P0028,12176,Unknown
58275,A87P0028,12176,Unknown
58275,A87P0028,12176,Unknown
58275,A87P0028,12176,Unknown
58274,A87P0027,5935,Unknown
58274,A87P0027,5935,Unknown
58274,A87P0027,5935,Unknown
58274,A87P0027,5935,Unknown
58273,A87P0026,14626,Unknown
58273,A87P0026,14626,Unknown
58273,A87P0026,14626,Unknown
58273,A87P0026,14626,Unknown
58272,A87P0025,13546,Yes
58272,A87P0025,13546,Yes
58272,A87P0025,13546,Yes
58272,A87P0025,13546,Yes
58271,A87P0024,1844,Unknown
58271,A87P0024,1844,Unknown
58271,A87P0024,1844,Unknown
58271,A87P0024,1844,Unknown
58270,A87P0023,22491,Unknown
58270,A87P0023,22491,Unknown
58270,A87P0023,22491,Unknown
58270,A87P0023,22491,Unknown
58269,A87P0022,22932,Unknown
58269,A87P0022,22932,Unknown
58269,A87P0022,22932,Unknown
58269,A87P0022,22932,Unknown
58268,A87P0021,15317,Unknown
58268,A87P0021,15317,Unknown
58268,A87P0021,15317,Unknown
58268,A87P0021,15317,Unknown
58267,A87P0019,7861,Unknown
58267,A87P0019,7861,Unknown
58267,A87P0019,7861,Unknown
58267,A87P0019,7861,Unknown
58266,A87P0018,7177,Unknown
58266,A87P0018,7177,Unknown
58266,A87P0018,7177,Unknown
58266,A87P0018,7177,Unknown
58265,A87P0017,10775,Yes
58265,A87P0017,10775,Yes
58265,A87P0017,10775,Yes
58265,A87P0017,10775,Yes
58264,A87P0016,16586,Unknown
58264,A87P0016,16586,Unknown
58264,A87P0016,16586,Unknown
58264,A87P0016,16586,Unknown
58263,A87P0015,8453,Unknown
58263,A87P0015,8453,Unknown
58263,A87P0015,8453,Unknown
58263,A87P0015,8453,Unknown
58262,A87P0014,11481,Unknown
58262,A87P0014,11481,Unknown
58262,A87P0014,11481,Unknown
58262,A87P0014,11481,Unknown
58261,A87P0013,2427,Unknown
58261,A87P0013,2427,Unknown
58261,A87P0013,2427,Unknown
58261,A87P0013,2427,Unknown
58260,A87P0012,10655,Unknown
58260,A87P0012,10655,Unknown
58260,A87P0012,10655,Unknown
58260,A87P0012,10655,Unknown
58259,A87P0011,16233,Unknown
58259,A87P0011,16233,Unknown
58259,A87P0011,16233,Unknown
58259,A87P0011,16233,Unknown
58258,A87P0010,13323,Unknown
58258,A87P0010,13323,Unknown
58258,A87P0010,13323,Unknown
58258,A87P0010,13323,Unknown
58257,A87P0009,13325,Unknown
58257,A87P0009,13325,Unknown
58257,A87P0009,13325,Unknown
58257,A87P0009,13325,Unknown
58256,A87P0008,2037,Unknown
58256,A87P0008,2037,Unknown
58256,A87P0008,2037,Unknown
58256,A87P0008,2037,Unknown
58255,A87P0007,61657,Unknown
58254,A87P0006,11171,Yes
58254,A87P0006,11171,Yes
58254,A87P0006,11171,Yes
58254,A87P0006,11171,Yes
58253,A87P0005,9123,Yes
58252,A87P0004,11957,Unknown
58252,A87P0004,11957,Unknown
58252,A87P0004,11957,Unknown
58252,A87P0004,11957,Unknown
58251,A87P0003,2046,Yes
58251,A87P0003,2046,Yes
58251,A87P0003,2046,Yes
58251,A87P0003,2046,Yes
58250,A87P0002,2786,Unknown
58250,A87P0002,2786,Unknown
58250,A87P0002,2786,Unknown
58250,A87P0002,2786,Unknown
58249,A87P0001,14596,Unknown
58248,A87O5008,14261,Yes
58248,A87O5008,14261,Yes
58248,A87O5008,14261,Yes
58248,A87O5008,14261,Yes
58247,A87O5007,14235,Yes
58247,A87O5007,14235,Yes
58247,A87O5007,14235,Yes
58247,A87O5007,14235,Yes
58246,A87O5006,14146,Yes
58246,A87O5006,14146,Yes
58246,A87O5006,14146,Yes
58246,A87O5006,14146,Yes
58245,A87O5005,21453,Yes
58245,A87O5005,21453,Yes
58245,A87O5005,21453,Yes
58245,A87O5005,21453,Yes
58244,A87O5004,14150,Yes
58244,A87O5004,14150,Yes
58244,A87O5004,14150,Yes
58244,A87O5004,14150,Yes
58243,A87O5003,14044,Unknown
58242,A87O5002,14241,Yes
58242,A87O5002,14241,Yes
58242,A87O5002,14241,Yes
58242,A87O5002,14241,Yes
58241,A87O5001,14266,Yes
58241,A87O5001,14266,Yes
58241,A87O5001,14266,Yes
58241,A87O5001,14266,Yes
58240,A87O4930,19479,Unknown
58237,A87O4927,18299,Unknown
58236,A87O4926,8147,Unknown
58236,A87O4926,17722,Unknown
58235,A87O4925,18775,Unknown
58233,A87O4923,18772,Unknown
58232,A87O4922,20151,Unknown
58232,A87O4922,23160,Unknown
58230,A87O4920,17396,Unknown
58229,A87O4919,18521,Unknown
58228,A87O4918,18975,Unknown
58227,A87O4917,17438,Unknown
58223,A87O4913,18533,Unknown
58219,A87O4909,18547,Unknown
58217,A87O4907,18181,Unknown
58216,A87O4906,18774,Unknown
58214,A87O4904,17498,Unknown
58213,A87O4903,18487,Unknown
58210,A87O4276,3081,Unknown
58208,A87O4274,5697,Unknown
58207,A87O4273,12826,Unknown
58206,A87O4272,3582,Unknown
58205,A87O4271,5801,Unknown
58204,A87O4270,5450,Unknown
58203,A87O4269,5450,Unknown
58202,A87O4268,3717,Unknown
58201,A87O4267,5720,Unknown
58200,A87O4266,7023,Unknown
58195,A87O4261,10685,Unknown
58195,A87O4261,10685,Unknown
58195,A87O4261,10685,Unknown
58195,A87O4261,10685,Unknown
58190,A87O4256,8483,Unknown
58189,A87O4255,42731,Unknown
58185,A87O4251,33478,Unknown
58184,A87O4250,6162,Unknown
58183,A87O4249,4958,Unknown
58177,A87O4243,22252,Unknown
58174,A87O4240,29738,Unknown
58168,A87O4234,19484,Unknown
58168,A87O4234,20145,Unknown
58167,A87O4233,19485,Unknown
58167,A87O4233,2310,Unknown
58164,A87O4230,31975,Unknown
58164,A87O4230,4980,Unknown
58161,A87O4227,20144,Unknown
58161,A87O4227,19373,Unknown
58159,A87O4225,35331,Unknown
58158,A87O4224,20143,Unknown
58158,A87O4224,5713,Unknown
58157,A87O4223,20142,Unknown
58157,A87O4223,8171,Unknown
58156,A87O4222,20939,Unknown
58156,A87O4222,20141,Unknown
58153,A87O4219,32580,Unknown
58153,A87O4219,32580,Unknown
58153,A87O4219,32580,Unknown
58153,A87O4219,32580,Unknown
58152,A87O4218,14929,Unknown
58150,A87O4216,20140,Unknown
58150,A87O4216,19374,Unknown
58146,A87O4212,6638,Unknown
58144,A87O4210,33478,Unknown
58143,A87O4209,4640,Unknown
58141,A87O4207,20939,Unknown
58141,A87O4207,20137,Unknown
58140,A87O4206,13285,Unknown
58138,A87O4204,19375,Unknown
58134,A87O4200,7109,Unknown
58133,A87O4199,19376,Unknown
58133,A87O4199,20136,Unknown
58131,A87O4197,19377,Unknown
58130,A87O4196,2597,Unknown
58127,A87O4193,5788,Unknown
58127,A87O4193,20134,Unknown
58126,A87O4192,19378,Unknown
58125,A87O4191,20133,Unknown
58125,A87O4191,4958,Unknown
58122,A87O4188,2621,Unknown
58121,A87O4187,4644,Unknown
58120,A87O4186,3730,Unknown
58119,A87O4185,3717,Unknown
58118,A87O4184,4638,Unknown
58117,A87O4183,4627,Unknown
58117,A87O4183,20132,Unknown
58113,A87O4179,3614,Unknown
58110,A87O4176,3747,Unknown
58109,A87O4175,23154,Unknown
58109,A87O4175,13141,Unknown
58108,A87O4174,4972,Unknown
58106,A87O4172,7009,Unknown
58105,A87O4171,23775,Unknown
58104,A87O4170,9256,Unknown
58103,A87O4169,24391,Unknown
58097,A87O4163,20130,Unknown
58097,A87O4163,3656,Unknown
58091,A87O4157,19380,Unknown
58091,A87O4157,23153,Unknown
58090,A87O4156,20129,Unknown
58090,A87O4156,19381,Unknown
58088,A87O4154,9237,Unknown
58087,A87O4153,19382,Unknown
58087,A87O4153,20128,Unknown
58086,A87O4152,20127,Unknown
58086,A87O4152,19383,Unknown
58082,A87O4148,20126,Unknown
58082,A87O4148,19384,Unknown
58076,A87O4142,1121,Unknown
58076,A87O4142,1121,Unknown
58076,A87O4142,1121,Unknown
58076,A87O4142,1121,Unknown
58074,A87O4140,27882,Unknown
58061,A87O4127,22882,Unknown
58060,A87O4126,5914,Unknown
58059,A87O4125,7108,Unknown
58059,A87O4125,20123,Unknown
58058,A87O4124,5913,Unknown
58056,A87O4122,3710,Unknown
58053,A87O4119,3644,Unknown
58052,A87O4118,20122,Unknown
58052,A87O4118,19385,Unknown
58050,A87O4116,33139,Unknown
58048,A87O4114,10309,Unknown
58048,A87O4114,20121,Unknown
58047,A87O4113,20120,Unknown
58047,A87O4113,22648,Unknown
58044,A87O4110,4972,Unknown
58044,A87O4110,4972,Unknown
58044,A87O4110,4972,Unknown
58044,A87O4110,4972,Unknown
58044,A87O4110,20119,Unknown
58040,A87O4106,3695,Unknown
58039,A87O4105,19387,Unknown
58038,A87O4104,20118,Unknown
58038,A87O4104,19388,Unknown
58037,A87O4103,6141,Unknown
58036,A87O4102,763,Unknown
58035,A87O4101,7105,Unknown
58031,A87O4097,7935,Unknown
58031,A87O4097,7935,Unknown
58031,A87O4097,7935,Unknown
58031,A87O4097,7935,Unknown
58030,A87O4096,3623,Unknown
58028,A87O4094,19389,Unknown
58028,A87O4094,20117,Unknown
58021,A87O4087,23152,Unknown
58021,A87O4087,8378,Unknown
58019,A87O4085,23313,Unknown
58015,A87O4081,19390,Unknown
58014,A87O4080,4627,Unknown
58013,A87O4079,7105,Unknown
58012,A87O4078,6143,Unknown
58008,A87O4074,6143,Unknown
58003,A87O4069,831,Unknown
58002,A87O4068,23151,Unknown
58002,A87O4068,19391,Unknown
57998,A87O4064,18773,Unknown
57996,A87O4062,8201,Unknown
57996,A87O4062,8201,Unknown
57996,A87O4062,8201,Unknown
57996,A87O4062,8201,Unknown
57993,A87O4059,9256,Unknown
57991,A87O4057,6141,Unknown
57990,A87O4056,9181,Unknown
57989,A87O4055,20109,Unknown
