REF_DATE,GEO,Screened traffic,VALUE
May-24,"Total of eight largest airports, Canada",Other International sector passengers,1238525
May-24,"Total of eight largest airports, Canada",Non-passengers,69780
May-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,160194
May-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,157666
May-24,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,136213
May-24,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,7242
May-24,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,14211
May-24,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,2528
May-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,765984
May-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,749912
May-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,208859
May-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,205508
May-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,335545
May-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,16072
May-24,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,174695
May-24,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,170201
May-24,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,139086
May-24,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,24142
May-24,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,6973
May-24,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,4494
May-24,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1697947
May-24,"Toronto/Lester B Pearson International, Ontario",Total passengers,1678902
May-24,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,552219
May-24,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,514094
May-24,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,612589
May-24,"Toronto/Lester B Pearson International, Ontario",Non-passengers,19045
May-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,158909
May-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,156880
May-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,142047
May-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,14254
May-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,579
May-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,2029
May-24,"Calgary International, Alberta",Total screened traffic,554906
May-24,"Calgary International, Alberta",Total passengers,548552
May-24,"Calgary International, Alberta",Domestic sector passengers,346389
May-24,"Calgary International, Alberta",Transborder sector passengers,141371
May-24,"Calgary International, Alberta",Other International sector passengers,60792
May-24,"Calgary International, Alberta",Non-passengers,6354
May-24,"Edmonton International, Alberta",Total screened traffic,285975
May-24,"Edmonton International, Alberta",Total passengers,281364
May-24,"Edmonton International, Alberta",Domestic sector passengers,236335
May-24,"Edmonton International, Alberta",Transborder sector passengers,35620
May-24,"Edmonton International, Alberta",Other International sector passengers,9409
May-24,"Edmonton International, Alberta",Non-passengers,4611
May-24,"Vancouver International, British Columbia",Total screened traffic,915850
May-24,"Vancouver International, British Columbia",Total passengers,901203
May-24,"Vancouver International, British Columbia",Domestic sector passengers,427849
May-24,"Vancouver International, British Columbia",Transborder sector passengers,274927
May-24,"Vancouver International, British Columbia",Other International sector passengers,198427
May-24,"Vancouver International, British Columbia",Non-passengers,14647
Jun-24,"Total of eight largest airports, Canada",Total screened traffic,5049935
Jun-24,"Total of eight largest airports, Canada",Total passengers,4969851
Jun-24,"Total of eight largest airports, Canada",Domestic sector passengers,2345730
Jun-24,"Total of eight largest airports, Canada",Transborder sector passengers,1328859
Jun-24,"Total of eight largest airports, Canada",Other International sector passengers,1295262
Jun-24,"Total of eight largest airports, Canada",Non-passengers,80084
Jun-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,179833
Jun-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,176347
Jun-24,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,147766
Jun-24,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,14113
Jun-24,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,14468
Jun-24,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,3486
Jun-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,866524
Jun-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,848431
Jun-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,226789
Jun-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,230823
Jun-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,390819
Jun-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,18093
Jun-24,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,187272
Jun-24,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,181075
Jun-24,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,149230
Jun-24,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,23329
Jun-24,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,8516
Jun-24,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,6197
Jun-24,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1769765
Jun-24,"Toronto/Lester B Pearson International, Ontario",Total passengers,1748712
Jun-24,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,604261
Jun-24,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,536433
Jun-24,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,608018
Jun-24,"Toronto/Lester B Pearson International, Ontario",Non-passengers,21053
Jun-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,172346
Jun-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,168115
Jun-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,151767
Jun-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,15892
Jun-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,456
Jun-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,4231
Jun-24,"Calgary International, Alberta",Total screened traffic,626539
Jun-24,"Calgary International, Alberta",Total passengers,618898
Jun-24,"Calgary International, Alberta",Domestic sector passengers,388236
Jun-24,"Calgary International, Alberta",Transborder sector passengers,172550
Jun-24,"Calgary International, Alberta",Other International sector passengers,58112
Jun-24,"Calgary International, Alberta",Non-passengers,7641
Jun-24,"Edmonton International, Alberta",Total screened traffic,291505
Jun-24,"Edmonton International, Alberta",Total passengers,286965
Jun-24,"Edmonton International, Alberta",Domestic sector passengers,243454
Jun-24,"Edmonton International, Alberta",Transborder sector passengers,35980
Jun-24,"Edmonton International, Alberta",Other International sector passengers,7531
Jun-24,"Edmonton International, Alberta",Non-passengers,4540
Jun-24,"Vancouver International, British Columbia",Total screened traffic,956151
Jun-24,"Vancouver International, British Columbia",Total passengers,941308
Jun-24,"Vancouver International, British Columbia",Domestic sector passengers,434227
Jun-24,"Vancouver International, British Columbia",Transborder sector passengers,299739
Jun-24,"Vancouver International, British Columbia",Other International sector passengers,207342
Jun-24,"Vancouver International, British Columbia",Non-passengers,14843
Jul-24,"Total of eight largest airports, Canada",Total screened traffic,5729343
Jul-24,"Total of eight largest airports, Canada",Total passengers,5641777
Jul-24,"Total of eight largest airports, Canada",Domestic sector passengers,2594411
Jul-24,"Total of eight largest airports, Canada",Transborder sector passengers,1594679
Jul-24,"Total of eight largest airports, Canada",Other International sector passengers,1452687
Jul-24,"Total of eight largest airports, Canada",Non-passengers,87566
Jul-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,207445
Jul-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,204436
Jul-24,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,168254
Jul-24,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,18978
Jul-24,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,17204
Jul-24,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,3009
Jul-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,971281
Jul-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,952732
Jul-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,230679
Jul-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,274316
Jul-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,447737
Jul-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,18549
Jul-24,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,192645
Jul-24,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,185975
Jul-24,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,149623
Jul-24,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,27421
Jul-24,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,8931
Jul-24,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,6670
Jul-24,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1968985
Jul-24,"Toronto/Lester B Pearson International, Ontario",Total passengers,1946906
Jul-24,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,655875
Jul-24,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,620236
Jul-24,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,670795
Jul-24,"Toronto/Lester B Pearson International, Ontario",Non-passengers,22079
Jul-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,192824
Jul-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,188692
Jul-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,170038
Jul-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,18654
Jul-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,4132
Jul-24,"Calgary International, Alberta",Total screened traffic,769689
Jul-24,"Calgary International, Alberta",Total passengers,760297
Jul-24,"Calgary International, Alberta",Domestic sector passengers,463773
Jul-24,"Calgary International, Alberta",Transborder sector passengers,225974
Jul-24,"Calgary International, Alberta",Other International sector passengers,70550
