REF_DATE,GEO,Screened traffic,VALUE
Feb-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,63993
Feb-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,62111
Feb-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,53644
Feb-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,2894
Feb-22,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,5573
Feb-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1882
Feb-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,638738
Feb-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,629011
Feb-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,219807
Feb-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,178340
Feb-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,230864
Feb-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,9727
Feb-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,60652
Feb-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,59109
Feb-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,49217
Feb-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,4548
Feb-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,5344
Feb-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1543
Feb-22,"Calgary International, Alberta",Total screened traffic,256024
Feb-22,"Calgary International, Alberta",Total passengers,253223
Feb-22,"Calgary International, Alberta",Domestic sector passengers,165221
Feb-22,"Calgary International, Alberta",Transborder sector passengers,61828
Feb-22,"Calgary International, Alberta",Other International sector passengers,26174
Feb-22,"Calgary International, Alberta",Non-passengers,2801
Feb-22,"Edmonton International, Alberta",Total screened traffic,121345
Feb-22,"Edmonton International, Alberta",Total passengers,118978
Feb-22,"Edmonton International, Alberta",Domestic sector passengers,99816
Feb-22,"Edmonton International, Alberta",Transborder sector passengers,9079
Feb-22,"Edmonton International, Alberta",Other International sector passengers,10083
Feb-22,"Edmonton International, Alberta",Non-passengers,2367
Feb-22,"Vancouver International, British Columbia",Total screened traffic,316145
Feb-22,"Vancouver International, British Columbia",Total passengers,312014
Feb-22,"Vancouver International, British Columbia",Domestic sector passengers,171211
Feb-22,"Vancouver International, British Columbia",Transborder sector passengers,80630
Feb-22,"Vancouver International, British Columbia",Other International sector passengers,60173
Feb-22,"Vancouver International, British Columbia",Non-passengers,4131
Mar-22,"Total of eight largest airports, Canada",Total screened traffic,2630641
Mar-22,"Total of eight largest airports, Canada",Total passengers,2598691
Mar-22,"Total of eight largest airports, Canada",Domestic sector passengers,1246836
Mar-22,"Total of eight largest airports, Canada",Transborder sector passengers,677137
Mar-22,"Total of eight largest airports, Canada",Other International sector passengers,674718
Mar-22,"Total of eight largest airports, Canada",Non-passengers,31950
Mar-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,75904
Mar-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,74649
Mar-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,64048
Mar-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,1836
Mar-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,8765
Mar-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,1255
Mar-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,405036
Mar-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,399557
Mar-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,117219
Mar-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,108967
Mar-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,173371
Mar-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,5479
Mar-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,90484
Mar-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,88620
Mar-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,76929
Mar-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,5026
Mar-22,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,6665
Mar-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1864
Mar-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,981404
Mar-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,970444
Mar-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,320303
Mar-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,307176
Mar-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,342965
Mar-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,10960
Mar-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,89326
Mar-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,87781
Mar-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,75216
Mar-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,7861
Mar-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,4704
Mar-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1545
Mar-22,"Calgary International, Alberta",Total screened traffic,344997
Mar-22,"Calgary International, Alberta",Total passengers,341437
Mar-22,"Calgary International, Alberta",Domestic sector passengers,216003
Mar-22,"Calgary International, Alberta",Transborder sector passengers,89786
Mar-22,"Calgary International, Alberta",Other International sector passengers,35648
Mar-22,"Calgary International, Alberta",Non-passengers,3560
Mar-22,"Edmonton International, Alberta",Total screened traffic,171508
Mar-22,"Edmonton International, Alberta",Total passengers,168854
Mar-22,"Edmonton International, Alberta",Domestic sector passengers,140767
Mar-22,"Edmonton International, Alberta",Transborder sector passengers,15115
Mar-22,"Edmonton International, Alberta",Other International sector passengers,12972
Mar-22,"Edmonton International, Alberta",Non-passengers,2654
Mar-22,"Vancouver International, British Columbia",Total screened traffic,471982
Mar-22,"Vancouver International, British Columbia",Total passengers,467349
Mar-22,"Vancouver International, British Columbia",Domestic sector passengers,236351
Mar-22,"Vancouver International, British Columbia",Transborder sector passengers,141370
Mar-22,"Vancouver International, British Columbia",Other International sector passengers,89628
Mar-22,"Vancouver International, British Columbia",Non-passengers,4633
Apr-22,"Total of eight largest airports, Canada",Total screened traffic,2973608
Apr-22,"Total of eight largest airports, Canada",Total passengers,2929618
Apr-22,"Total of eight largest airports, Canada",Domestic sector passengers,1463610
Apr-22,"Total of eight largest airports, Canada",Transborder sector passengers,747666
Apr-22,"Total of eight largest airports, Canada",Other International sector passengers,718342
Apr-22,"Total of eight largest airports, Canada",Non-passengers,43990
Apr-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,92536
Apr-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,91323
Apr-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,81457
Apr-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,965
Apr-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,8901
Apr-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,1213
Apr-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,456940
Apr-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,451071
Apr-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,142280
Apr-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,120620
Apr-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,188171
Apr-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,5869
Apr-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,103146
Apr-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,101486
Apr-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,92299
Apr-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,5846
Apr-22,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,3341
Apr-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1660
Apr-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1109528
Apr-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,1087292
Apr-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,376595
Apr-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,348175
Apr-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,362522
Apr-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,22236
Apr-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,91773
Apr-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,90436
Apr-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,82294
Apr-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,5935
Apr-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,2207
Apr-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1337
Apr-22,"Calgary International, Alberta",Total screened traffic,388837
Apr-22,"Calgary International, Alberta",Total passengers,385183
Apr-22,"Calgary International, Alberta",Domestic sector passengers,246484
Apr-22,"Calgary International, Alberta",Transborder sector passengers,98041
Apr-22,"Calgary International, Alberta",Other International sector passengers,40658
Apr-22,"Calgary International, Alberta",Non-passengers,3654
Apr-22,"Edmonton International, Alberta",Total screened traffic,194848
Apr-22,"Edmonton International, Alberta",Total passengers,191406
Apr-22,"Edmonton International, Alberta",Domestic sector passengers,159718
Apr-22,"Edmonton International, Alberta",Transborder sector passengers,18621
Apr-22,"Edmonton International, Alberta",Other International sector passengers,13067
Apr-22,"Edmonton International, Alberta",Non-passengers,3442
Apr-22,"Vancouver International, British Columbia",Total screened traffic,536000
Apr-22,"Vancouver International, British Columbia",Total passengers,531421
Apr-22,"Vancouver International, British Columbia",Domestic sector passengers,282483
Apr-22,"Vancouver International, British Columbia",Transborder sector passengers,149463
Apr-22,"Vancouver International, British Columbia",Other International sector passengers,99475
Apr-22,"Vancouver International, British Columbia",Non-passengers,4579
May-22,"Total of eight largest airports, Canada",Total screened traffic,3467894
May-22,"Total of eight largest airports, Canada",Total passengers,3426000
May-22,"Total of eight largest airports, Canada",Domestic sector passengers,1906121
May-22,"Total of eight largest airports, Canada",Transborder sector passengers,781006
May-22,"Total of eight largest airports, Canada",Other International sector passengers,738873
May-22,"Total of eight largest airports, Canada",Non-passengers,41894
May-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,123269
May-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,121249
May-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,113388
May-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,647
May-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,7214
May-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,2020
May-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,520565
May-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,514114
May-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,181403
May-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,128388
May-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,204323
May-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,6451
May-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,127512
May-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,126104
May-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,118878
May-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,7226
May-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1408
May-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1288655
May-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,1273564
May-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,515738
May-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,370769
May-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,387057
May-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,15091
May-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,122167
May-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,120359
May-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,113736
May-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,6623
May-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1808
May-22,"Calgary International, Alberta",Total screened traffic,440601
May-22,"Calgary International, Alberta",Total passengers,436488
May-22,"Calgary International, Alberta",Domestic sector passengers,304332
May-22,"Calgary International, Alberta",Transborder sector passengers,99787
May-22,"Calgary International, Alberta",Other International sector passengers,32369
May-22,"Calgary International, Alberta",Non-passengers,4113
May-22,"Edmonton International, Alberta",Total screened traffic,225459
May-22,"Edmonton International, Alberta",Total passengers,221028
May-22,"Edmonton International, Alberta",Domestic sector passengers,199312
May-22,"Edmonton International, Alberta",Transborder sector passengers,17113
May-22,"Edmonton International, Alberta",Other International sector passengers,4603
May-22,"Edmonton International, Alberta",Non-passengers,4431
May-22,"Vancouver International, British Columbia",Total screened traffic,619666
May-22,"Vancouver International, British Columbia",Total passengers,613094
May-22,"Vancouver International, British Columbia",Domestic sector passengers,359334
May-22,"Vancouver International, British Columbia",Transborder sector passengers,150453
May-22,"Vancouver International, British Columbia",Other International sector passengers,103307
May-22,"Vancouver International, British Columbia",Non-passengers,6572
Jun-22,"Total of eight largest airports, Canada",Total screened traffic,4042772
Jun-22,"Total of eight largest airports, Canada",Total passengers,3995367
Jun-22,"Total of eight largest airports, Canada",Domestic sector passengers,2162023
Jun-22,"Total of eight largest airports, Canada",Transborder sector passengers,930921
Jun-22,"Total of eight largest airports, Canada",Other International sector passengers,902423
Jun-22,"Total of eight largest airports, Canada",Non-passengers,47405
Jun-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,147004
Jun-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,143766
Jun-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,130697
Jun-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,2865
Jun-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,10204
Jun-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,3238
Jun-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,687466
Jun-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,679885
Jun-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,221920
Jun-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,166719
Jun-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,291246
Jun-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,7581
Jun-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,146941
Jun-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,145530
Jun-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,138268
Jun-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,7262
Jun-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1411
Jun-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1436153
Jun-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,1419440
Jun-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,572383
Jun-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,417182
Jun-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,429875
Jun-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,16713
Jun-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,139731
Jun-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,138081
Jun-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,130011
Jun-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,8070
Jun-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1650
Jun-22,"Calgary International, Alberta",Total screened traffic,499126
Jun-22,"Calgary International, Alberta",Total passengers,494798
Jun-22,"Calgary International, Alberta",Domestic sector passengers,346617
Jun-22,"Calgary International, Alberta",Transborder sector passengers,112778
Jun-22,"Calgary International, Alberta",Other International sector passengers,35403
Jun-22,"Calgary International, Alberta",Non-passengers,4328
Jun-22,"Edmonton International, Alberta",Total screened traffic,245684
Jun-22,"Edmonton International, Alberta",Total passengers,240766
Jun-22,"Edmonton International, Alberta",Domestic sector passengers,220806
Jun-22,"Edmonton International, Alberta",Transborder sector passengers,15747
Jun-22,"Edmonton International, Alberta",Other International sector passengers,4213
Jun-22,"Edmonton International, Alberta",Non-passengers,4918
Jun-22,"Vancouver International, British Columbia",Total screened traffic,740667
Jun-22,"Vancouver International, British Columbia",Total passengers,733101
Jun-22,"Vancouver International, British Columbia",Domestic sector passengers,401321
Jun-22,"Vancouver International, British Columbia",Transborder sector passengers,200298
Jun-22,"Vancouver International, British Columbia",Other International sector passengers,131482
Jun-22,"Vancouver International, British Columbia",Non-passengers,7566
Jul-22,"Total of eight largest airports, Canada",Total screened traffic,4617057
Jul-22,"Total of eight largest airports, Canada",Total passengers,4566493
Jul-22,"Total of eight largest airports, Canada",Domestic sector passengers,2316791
Jul-22,"Total of eight largest airports, Canada",Transborder sector passengers,1150684
Jul-22,"Total of eight largest airports, Canada",Other International sector passengers,1099018
Jul-22,"Total of eight largest airports, Canada",Non-passengers,50564
Jul-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,171132
Jul-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,167057
Jul-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,149820
Jul-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,5630
Jul-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,11607
Jul-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,4075
Jul-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,799294
Jul-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,792184
Jul-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,215093
Jul-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,217286
Jul-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,359805
Jul-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,7110
Jul-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,150213
Jul-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,149177
Jul-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,142562
Jul-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,6615
Jul-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1036
Jul-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1650821
Jul-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,1631584
Jul-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,614807
Jul-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,496766
Jul-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,520011
Jul-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,19237
Jul-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,150525
Jul-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,148715
Jul-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,142748
Jul-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,5967
Jul-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1810
Jul-22,"Calgary International, Alberta",Total screened traffic,573962
Jul-22,"Calgary International, Alberta",Total passengers,570152
Jul-22,"Calgary International, Alberta",Domestic sector passengers,392656
Jul-22,"Calgary International, Alberta",Transborder sector passengers,133216
Jul-22,"Calgary International, Alberta",Other International sector passengers,44280
Jul-22,"Calgary International, Alberta",Non-passengers,3810
Jul-22,"Edmonton International, Alberta",Total screened traffic,280296
Jul-22,"Edmonton International, Alberta",Total passengers,275405
Jul-22,"Edmonton International, Alberta",Domestic sector passengers,253296
Jul-22,"Edmonton International, Alberta",Transborder sector passengers,17253
Jul-22,"Edmonton International, Alberta",Other International sector passengers,4856
Jul-22,"Edmonton International, Alberta",Non-passengers,4891
Jul-22,"Vancouver International, British Columbia",Total screened traffic,840814
Jul-22,"Vancouver International, British Columbia",Total passengers,832219
Jul-22,"Vancouver International, British Columbia",Domestic sector passengers,405809
Jul-22,"Vancouver International, British Columbia",Transborder sector passengers,267951
Jul-22,"Vancouver International, British Columbia",Other International sector passengers,158459
Jul-22,"Vancouver International, British Columbia",Non-passengers,8595
Aug-22,"Total of eight largest airports, Canada",Total screened traffic,4611036
Aug-22,"Total of eight largest airports, Canada",Total passengers,4561821
Aug-22,"Total of eight largest airports, Canada",Domestic sector passengers,2373684
Aug-22,"Total of eight largest airports, Canada",Transborder sector passengers,1106378
Aug-22,"Total of eight largest airports, Canada",Other International sector passengers,1081759
Aug-22,"Total of eight largest airports, Canada",Non-passengers,49215
Aug-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,199566
Aug-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,194795
Aug-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,175480
Aug-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,6818
Aug-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,12497
Aug-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,4771
Aug-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,734386
Aug-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,726851
Aug-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,209863
Aug-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,193193
Aug-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,323795
Aug-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,7535
Aug-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,155171
Aug-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,153890
Aug-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,146133
Aug-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,7757
Aug-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1281
Aug-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1658974
Aug-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,1642138
Aug-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,626455
Aug-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,484859
Aug-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,530824
Aug-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,16836
Aug-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,157299
Aug-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,155441
Aug-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,149595
Aug-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,5846
Aug-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1858
Aug-22,"Calgary International, Alberta",Total screened traffic,550229
Aug-22,"Calgary International, Alberta",Total passengers,546488
Aug-22,"Calgary International, Alberta",Domestic sector passengers,375432
Aug-22,"Calgary International, Alberta",Transborder sector passengers,126296
Aug-22,"Calgary International, Alberta",Other International sector passengers,44760
Aug-22,"Calgary International, Alberta",Non-passengers,3741
Aug-22,"Edmonton International, Alberta",Total screened traffic,277140
Aug-22,"Edmonton International, Alberta",Total passengers,272277
Aug-22,"Edmonton International, Alberta",Domestic sector passengers,250993
Aug-22,"Edmonton International, Alberta",Transborder sector passengers,16803
Aug-22,"Edmonton International, Alberta",Other International sector passengers,4481
Aug-22,"Edmonton International, Alberta",Non-passengers,4863
Aug-22,"Vancouver International, British Columbia",Total screened traffic,878271
Aug-22,"Vancouver International, British Columbia",Total passengers,869941
Aug-22,"Vancouver International, British Columbia",Domestic sector passengers,439733
Aug-22,"Vancouver International, British Columbia",Transborder sector passengers,264806
Aug-22,"Vancouver International, British Columbia",Other International sector passengers,165402
Aug-22,"Vancouver International, British Columbia",Non-passengers,8330
Sep-22,"Total of eight largest airports, Canada",Total screened traffic,4031803
Sep-22,"Total of eight largest airports, Canada",Total passengers,3985671
Sep-22,"Total of eight largest airports, Canada",Domestic sector passengers,2077152
Sep-22,"Total of eight largest airports, Canada",Transborder sector passengers,967843
Sep-22,"Total of eight largest airports, Canada",Other International sector passengers,940676
Sep-22,"Total of eight largest airports, Canada",Non-passengers,46132
Sep-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,164693
Sep-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,159378
Sep-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,143587
Sep-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,5891
Sep-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,9900
Sep-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,5315
Sep-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,642132
Sep-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,635396
Sep-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,198625
Sep-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,168051
Sep-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,268720
Sep-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,6736
Sep-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,139406
Sep-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,137949
Sep-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,130461
Sep-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,7488
Sep-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1457
Sep-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1415914
Sep-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,1401332
Sep-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,528398
Sep-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,414184
Sep-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,458750
Sep-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,14582
